time_s,ch0_kPa,ch1_kPa,ch2_kPa,ch3_kPa,ch4_kPa,ch5_kPa,ch6_kPa,ch7_kPa
0.0,-0.0302,0.0242,0.0333,0.0373,0.0614,0.0179,0.0367,0.099
0.05,-0.0317,0.0242,0.0333,0.0373,0.0614,0.0179,0.0367,0.099
0.1,-0.0302,0.0258,0.0348,0.0388,0.0614,0.0194,0.0367,0.1005
0.15,-0.0302,0.0242,0.0333,0.0373,0.0614,0.0179,0.0382,0.1005
0.2,-0.0302,0.0258,0.0348,0.0388,0.0614,0.0179,0.0367,0.1005
0.25,-0.0317,0.0242,0.0348,0.0388,0.0614,0.0179,0.0397,0.1005
0.3,-0.0302,0.0258,0.0348,0.0373,0.0614,0.0179,0.0367,0.1005
0.35,-0.0286,0.0273,0.0348,0.0388,0.0614,0.0179,0.0367,0.1005
0.4,-0.0302,0.0258,0.0348,0.0388,0.0614,0.0179,0.0367,0.099
0.45,-0.0302,0.0258,0.0333,0.0388,0.0629,0.0179,0.0382,0.1005
0.5,-0.0302,0.0273,0.0348,0.0403,0.0629,0.0179,0.0397,0.102
0.55,-0.0286,0.0288,0.0364,0.0403,0.0614,0.0194,0.0382,0.102
0.6,-0.0286,0.0273,0.0364,0.0418,0.0614,0.0194,0.0397,0.1005
0.65,-0.0271,0.0288,0.0348,0.0388,0.0614,0.0194,0.0412,0.1035
0.7,-0.0286,0.0273,0.0364,0.0388,0.0614,0.0179,0.0397,0.102
0.75,-0.0286,0.0258,0.0348,0.0403,0.0629,0.0194,0.0397,0.102
0.8,-0.0286,0.0258,0.0348,0.0388,0.0614,0.0179,0.0382,0.102
0.85,-0.0302,0.0273,0.0333,0.0403,0.0614,0.0209,0.0397,0.102
0.9,-0.0286,0.0288,0.0364,0.0403,0.0614,0.0179,0.0397,0.1035
0.95,-0.0286,0.0288,0.0348,0.0403,0.0614,0.0194,0.0397,0.102
1.0,-0.0286,0.0288,0.0364,0.0403,0.0629,0.0194,0.0397,0.102
1.05,-0.0302,0.0288,0.0348,0.0418,0.0629,0.0194,0.0397,0.102
1.1,-0.0286,0.0303,0.0364,0.0403,0.0629,0.0209,0.0412,0.1035
1.15,-0.0286,0.0273,0.0348,0.0418,0.0614,0.0179,0.0397,0.102
1.2,-0.0286,0.0288,0.0348,0.0388,0.0614,0.0194,0.0397,0.102
1.25,-0.0286,0.0273,0.0348,0.0403,0.0614,0.0194,0.0397,0.102
1.3,-0.0286,0.0288,0.0364,0.0403,0.0614,0.0194,0.0397,0.1005
1.35,-0.0286,0.0273,0.0364,0.0388,0.0614,0.0179,0.0397,0.102
1.4,-0.0286,0.0273,0.0364,0.0403,0.0629,0.0194,0.0397,0.102
1.45,-0.0271,0.0273,0.0348,0.0388,0.0614,0.0179,0.0382,0.102
1.5,-0.0302,0.0273,0.0348,0.0388,0.0614,0.0194,0.0382,0.1005
1.55,-0.0302,0.0258,0.0348,0.0403,0.0614,0.0179,0.0382,0.1005
1.6,-0.0317,0.0258,0.0348,0.0403,0.0614,0.0194,0.0382,0.102
1.65,-0.0286,0.0258,0.0348,0.0388,0.0614,0.0179,0.0382,0.099
1.7,-0.0332,0.0273,0.0348,0.0373,0.0614,0.0179,0.0382,0.102
1.75,-0.0286,0.0273,0.0348,0.0403,0.0629,0.0179,0.0382,0.1005
1.8,-0.0317,0.0273,0.0348,0.0388,0.0614,0.0179,0.0382,0.1005
1.85,-0.0302,0.0242,0.0348,0.0373,0.0614,0.0179,0.0382,0.102
1.9,-0.0286,0.0303,0.0364,0.0388,0.0614,0.0179,0.0367,0.1005
1.95,-0.0286,0.0273,0.0348,0.0388,0.0614,0.0179,0.0382,0.102
2.0,-0.0302,0.0273,0.0348,0.0388,0.0614,0.0179,0.0382,0.1035
2.05,-0.0302,0.0258,0.0348,0.0388,0.0614,0.0179,0.0382,0.102
2.1,-0.0286,0.0273,0.0364,0.0403,0.0614,0.0194,0.0382,0.1005
2.15,-0.0302,0.0273,0.0364,0.0388,0.0629,0.0194,0.0382,0.1005
2.2,-0.0302,0.0288,0.0348,0.0373,0.0614,0.0194,0.0382,0.1005
2.25,-0.0286,0.0258,0.0348,0.0388,0.0614,0.0179,0.0382,0.099
2.3,-0.0302,0.0242,0.0348,0.0388,0.0629,0.0179,0.0397,0.1005
2.35,-0.0286,0.0258,0.0348,0.0388,0.0629,0.0194,0.0382,0.102
2.4,-0.0286,0.0273,0.0364,0.0388,0.0629,0.0194,0.0397,0.1005
2.45,-0.0302,0.0258,0.0348,0.0388,0.0614,0.0179,0.0382,0.1005
2.5,-0.0286,0.0273,0.0348,0.0388,0.0614,0.0179,0.0382,0.102
2.55,-0.0286,0.0288,0.0348,0.0403,0.0614,0.0179,0.0397,0.102
2.6,-0.0271,0.0258,0.0364,0.0403,0.0614,0.0194,0.0397,0.1005
2.65,-0.0271,0.0288,0.0364,0.0388,0.0629,0.0194,0.0412,0.1005
2.7,-0.0286,0.0288,0.0348,0.0403,0.0629,0.0194,0.0412,0.1005
2.75,-0.0271,0.0273,0.0364,0.0418,0.0629,0.0194,0.0382,0.1005
2.8,-0.0286,0.0258,0.0364,0.0403,0.0629,0.0194,0.0397,0.102
2.85,-0.0271,0.0303,0.0348,0.0403,0.0629,0.0194,0.0397,0.102
2.9,-0.0286,0.0273,0.0364,0.0388,0.0629,0.0194,0.0382,0.102
2.95,-0.0302,0.0288,0.0348,0.0403,0.0629,0.0179,0.0397,0.1005
3.0,-0.0286,0.0288,0.0348,0.0403,0.0629,0.0179,0.0382,0.102
3.05,-0.0271,0.0288,0.0364,0.0418,0.0614,0.0194,0.0397,0.1005
3.1,-0.0286,0.0273,0.0348,0.0388,0.0614,0.0194,0.0397,0.102
3.15,-0.0271,0.0273,0.0348,0.0388,0.0614,0.0194,0.0382,0.102
3.2,-0.0286,0.0273,0.0348,0.0388,0.0614,0.0179,0.0397,0.1005
3.25,-0.0286,0.0258,0.0364,0.0388,0.0614,0.0179,0.0382,0.1005
3.3,-0.0302,0.0288,0.0348,0.0403,0.0614,0.0179,0.0382,0.102
3.35,-0.0302,0.0273,0.0348,0.0403,0.0614,0.0179,0.0397,0.102
3.4,-0.0302,0.0258,0.0348,0.0388,0.0629,0.0179,0.0382,0.1005
3.45,-0.0286,0.0303,0.0364,0.0418,0.0629,0.0194,0.0397,0.102
3.5,-0.0286,0.0273,0.0348,0.0403,0.0614,0.0194,0.0412,0.102
3.55,-0.0286,0.0273,0.0348,0.0388,0.0629,0.0179,0.0397,0.102
3.6,-0.0286,0.0288,0.0348,0.0403,0.0614,0.0209,0.0397,0.102
3.65,-0.0302,0.0273,0.0348,0.0403,0.0629,0.0179,0.0382,0.1005
3.7,-0.0302,0.0258,0.0348,0.0403,0.0629,0.0194,0.0397,0.102
3.75,-0.0286,0.0273,0.0364,0.0403,0.0629,0.0194,0.0397,0.102
3.8,-0.0286,0.0273,0.0348,0.0403,0.0614,0.0179,0.0397,0.102
3.85,-0.0286,0.0273,0.0333,0.0388,0.0614,0.0194,0.0397,0.102
3.9,-0.0286,0.0288,0.0348,0.0388,0.0629,0.0194,0.0397,0.102
3.95,-0.0302,0.0273,0.0348,0.0403,0.0614,0.0179,0.0382,0.1005
4.0,-0.0286,0.0242,0.0348,0.0388,0.0614,0.0194,0.0397,0.1005
4.05,-0.0271,0.0258,0.0348,0.0403,0.0614,0.0179,0.0397,0.102
4.1,-0.0302,0.0273,0.0348,0.0403,0.0614,0.0179,0.0382,0.1005
4.15,-0.0286,0.0273,0.0348,0.0403,0.0614,0.0179,0.0397,0.102
4.2,-0.0286,0.0273,0.0348,0.0403,0.0629,0.0194,0.0397,0.1035
