time_s,ch0_kPa,ch1_kPa,ch2_kPa,ch3_kPa,ch4_kPa,ch5_kPa,ch6_kPa,ch7_kPa
0.0,-0.0362,-0.0,0.0758,0.0539,0.0174,0.0724,0.0064,0.1778
0.05,-0.0438,0.0076,0.0758,0.0615,0.0205,0.0664,0.0079,0.1914
0.1,-0.0392,0.0091,0.0833,0.06,0.025,0.0648,0.0048,0.1823
0.15,-0.0423,0.0061,0.0742,0.06,0.0235,0.0724,0.0094,0.1838
0.2,-0.0498,0.0136,0.0561,0.0691,0.0098,0.0739,0.0094,0.1838
0.25,-0.0271,0.0015,0.0818,0.0418,0.0159,0.0648,0.0018,0.1868
0.3,-0.0392,0.003,0.0561,0.0555,0.0129,0.0755,0.0048,0.1929
0.35,-0.0302,0.0045,0.0803,0.0464,0.022,0.0648,0.0048,0.1853
0.4,-0.0347,0.0091,0.0712,0.057,0.0174,0.0709,0.0109,0.1959
0.45,-0.0317,0.0061,0.0697,0.0464,0.022,0.0679,0.0079,0.1823
0.5,-0.0332,0.0106,0.0773,0.0539,0.025,0.0648,0.0079,0.1762
0.55,-0.0165,-0.0,0.0742,0.0509,0.0159,0.0709,0.0155,0.1838
0.6,-0.0438,0.0076,0.0788,0.057,0.0265,0.0664,0.0033,0.1823
0.65,-0.0544,0.0061,0.0667,0.0555,0.0265,0.0679,0.0003,0.1808
0.7,-0.0362,0.003,0.0773,0.057,0.022,0.0633,0.0003,0.1959
0.75,-0.0408,-0.0,0.0636,0.0585,0.025,0.0648,0.0018,0.1823
0.8,-0.0453,0.0136,0.0803,0.0524,0.0235,0.0664,0.0079,0.1808
0.85,-0.0423,0.0076,0.0758,0.063,0.0159,0.0648,0.0094,0.1793
0.9,-0.0226,0.0091,0.0682,0.063,0.0265,0.0709,0.0018,0.1732
0.95,-0.0408,0.0121,0.0727,0.0585,0.0205,0.0694,0.0018,0.1823
1.0,-0.0408,0.0076,0.0712,0.0661,0.0265,0.0679,0.0033,0.1793
1.05,-0.0544,0.0061,0.0621,0.0464,0.022,0.0694,0.0003,0.1747
1.1,-0.0408,-0.0,0.0818,0.057,0.0205,0.0648,0.0109,0.1793
1.15,-0.0241,0.0015,0.0773,0.0494,0.0235,0.0755,0.0064,0.1793
1.2,-0.0392,0.0045,0.0773,0.0615,0.0265,0.0755,0.0048,0.1853
1.25,-0.0514,0.0152,0.0727,0.0479,0.0205,0.0755,-0.0012,0.1914
1.3,-0.0605,0.003,0.0682,0.0615,0.0311,0.0709,-0.0012,0.1838
1.35,-0.0423,0.0076,0.0742,0.0524,0.0311,0.0739,0.0003,0.1808
1.4,-0.0347,0.0045,0.0727,0.06,0.0114,0.0785,0.0094,0.1808
1.45,-0.0438,0.0091,0.0591,0.06,0.0098,0.0709,0.0003,0.1808
1.5,-0.0362,0.0076,0.0652,0.0661,0.0235,0.0739,0.0124,0.1778
1.55,-0.0544,0.0136,0.0667,0.0585,0.022,0.0694,0.0003,0.1793
1.6,-0.0483,0.0091,0.0788,0.0494,0.0189,0.0648,0.0185,0.1778
1.65,-0.0408,0.0015,0.0712,0.0509,0.0205,0.0739,0.0048,0.1808
1.7,-0.0483,0.0091,0.0727,0.0524,0.0205,0.0739,0.0003,0.1778
1.75,-0.0483,0.0061,0.0667,0.0691,0.0265,0.0755,0.0109,0.1823
1.8,-0.0514,0.0061,0.0758,0.0585,0.0159,0.0679,0.0064,0.1884
1.85,-0.0347,0.0076,0.0636,0.0555,0.0189,0.08,0.0064,0.1853
1.9,-0.0377,0.0091,0.0758,0.0555,0.0159,0.0724,0.0094,0.1853
1.95,-0.0468,0.0136,0.0773,0.0585,0.0189,0.0739,0.0064,0.1838
2.0,-0.0408,0.0076,0.0667,0.0555,0.0174,0.0694,0.0064,0.1838
2.05,-0.0408,-0.0,0.0712,0.0524,0.0174,0.0709,0.0064,0.1838
2.1,-0.0408,0.0061,0.0621,0.0403,0.0114,0.0694,0.0064,0.1868
2.15,-0.0408,0.0076,0.0773,0.0479,0.0189,0.0724,0.0079,0.1778
2.2,-0.0468,0.0106,0.0758,0.0585,0.0205,0.077,0.0094,0.1868
2.25,-0.0483,0.0091,0.0727,0.0479,0.022,0.0724,0.0033,0.1808
2.3,-0.0408,0.0091,0.0773,0.0464,0.0114,0.0755,0.0094,0.1793
2.35,-0.0302,0.0091,0.0833,0.0706,0.0144,0.0724,0.0079,0.1747
2.4,-0.0392,0.0015,0.0697,0.0479,0.025,0.0679,0.0094,0.1747
2.45,-0.0256,0.003,0.0788,0.057,0.0174,0.0679,0.0003,0.1717
2.5,-0.0347,0.0061,0.0697,0.0539,0.0129,0.0755,-0.0027,0.1808
2.55,-0.0332,0.003,0.0818,0.0433,0.022,0.0679,0.0109,0.1884
2.6,-0.0347,0.0106,0.0667,0.0509,0.0265,0.0755,0.0003,0.1762
2.65,-0.0408,0.003,0.0742,0.0524,0.022,0.0724,0.0018,0.1762
2.7,-0.0392,0.0045,0.0788,0.0494,0.0205,0.0739,0.0064,0.1808
2.75,-0.0377,-0.0015,0.0652,0.06,0.0205,0.0785,0.0033,0.1853
2.8,-0.0468,0.0091,0.0818,0.0479,0.0174,0.0709,0.0003,0.1899
2.85,-0.0408,0.003,0.0758,0.0494,0.0129,0.0739,0.0064,0.1899
2.9,-0.0392,0.0091,0.0758,0.0827,0.0144,0.0694,0.0048,0.1914
2.95,-0.0377,0.0061,0.0833,0.0403,0.0083,0.0679,0.0064,0.1959
3.0,-0.0332,-0.0015,0.0727,0.0509,0.0114,0.0664,0.0048,0.1899
3.05,-0.0498,0.0045,0.0591,0.0342,0.0205,0.0664,0.0079,0.1884
3.1,-0.0392,0.0045,0.0742,0.06,0.0159,0.0679,0.0003,0.1838
3.15,-0.0423,0.0045,0.0667,0.0373,0.022,0.0724,0.0064,0.1884
3.2,-0.0438,0.003,0.0697,0.0509,0.0159,0.077,0.0109,0.1747
3.25,-0.0302,-0.0015,0.0697,0.0494,0.0159,0.0739,0.0048,0.1838
3.3,-0.0483,0.003,0.0758,0.0585,0.0189,0.0679,-0.0027,0.1944
3.35,-0.0408,-0.0045,0.0652,0.0524,0.0189,0.08,0.0079,0.1975
3.4,-0.0468,0.0045,0.0667,0.0539,0.0083,0.083,0.0064,0.1914
3.45,-0.0332,-0.0015,0.0652,0.06,0.0144,0.0755,0.0094,0.1899
3.5,-0.0271,0.003,0.0712,0.0555,0.0235,0.0755,0.0018,0.1868
3.55,-0.0362,0.0045,0.0682,0.057,0.022,0.0755,-0.0012,0.1808
3.6,-0.0332,-0.0015,0.0697,0.0539,0.0205,0.08,0.0124,0.1884
3.65,-0.0377,0.0076,0.0712,0.0539,0.0205,0.0755,0.0048,0.1808
3.7,-0.0377,-0.0,0.0727,0.0555,0.0174,0.0694,0.0079,0.1838
3.75,-0.0423,0.0076,0.0742,0.0479,0.0129,0.08,0.0033,0.1808
3.8,-0.0362,-0.0015,0.0712,0.0585,0.0144,0.0709,0.0079,0.1838
3.85,-0.0453,-0.0,0.0712,0.063,0.0114,0.0724,0.0018,0.1793
3.9,-0.0438,0.0076,0.0758,0.0479,0.0114,0.0739,0.0003,0.1853
3.95,-0.0302,0.0076,0.0879,0.0524,0.0174,0.08,-0.0012,0.1747
4.0,-0.0453,0.0091,0.0652,0.0524,0.0083,0.0785,0.0018,0.1884
4.05,-0.0302,0.0091,0.0758,0.0524,0.0205,0.0694,0.0003,0.1929
4.1,-0.0256,0.0076,0.0576,0.0448,0.0159,0.0739,0.0109,0.1838
4.15,-0.0286,0.0045,0.0818,0.0479,0.022,0.0664,0.0094,0.1899
4.2,-0.0317,0.0091,0.0864,0.0555,0.0205,0.0709,0.0064,0.199
4.25,-0.0377,0.0091,0.0652,0.0585,0.0189,0.077,0.0048,0.1944
4.3,-0.0317,0.0045,0.0697,0.0448,0.0174,0.0664,0.0033,0.2065
4.35,-0.018,0.0121,0.0727,0.0555,0.0205,0.0664,0.0018,0.2005
4.4,-0.0453,0.0121,0.0561,0.057,0.0205,0.0755,0.0079,0.1975
4.45,-0.0377,0.0136,0.0712,0.0448,0.0144,0.0709,0.0079,0.1823
4.5,-0.0468,0.0076,0.0803,0.0524,0.0205,0.0694,0.0048,0.1838
4.55,-0.0362,-0.0015,0.0682,0.0555,0.0174,0.08,0.0003,0.1914
4.6,-0.0317,-0.0,0.0712,0.0524,0.0129,0.0664,0.0033,0.1868
4.65,-0.0483,0.0091,0.0591,0.0494,0.028,0.0633,0.0048,0.1838
4.7,-0.0438,0.0136,0.0727,0.0524,0.022,0.0664,0.0033,0.1868
4.75,-0.0362,0.0061,0.0652,0.0494,0.0159,0.0664,0.0048,0.1808
4.8,-0.0241,0.0091,0.0803,0.0555,0.0265,0.0648,0.0079,0.1808
4.85,-0.0332,0.0015,0.0758,0.0539,0.0235,0.0724,0.0048,0.1732
4.9,-0.0423,0.0091,0.0818,0.0585,0.0205,0.0724,0.0033,0.1853
4.95,-0.0256,0.003,0.0742,0.0479,0.022,0.0679,0.0048,0.1853
5.0,-0.0453,0.0015,0.0818,0.0539,0.0265,0.0679,0.0064,0.1793
5.05,-0.0408,0.003,0.0636,0.0524,0.022,0.0755,0.0109,0.1762
5.1,-0.0347,-0.0,0.0788,0.063,0.022,0.0724,0.0124,0.1702
5.15,-0.0392,-0.003,0.0742,0.0585,0.0205,0.077,0.0048,0.1702
5.2,-0.0362,0.003,0.0909,0.0555,0.0083,0.0755,0.0094,0.1808
5.25,-0.0453,0.0045,0.0742,0.0524,0.0174,0.0694,-0.0042,0.1762
5.3,-0.0498,0.0061,0.0742,0.0555,0.0189,0.0664,0.0033,0.1808
5.35,-0.0392,-0.0,0.0803,0.0524,0.0083,0.0694,0.0033,0.1808
5.4,-0.0559,0.0015,0.0742,0.0403,0.0205,0.0679,0.0079,0.1899
5.45,-0.0377,0.0045,0.0773,0.0494,0.0114,0.0755,0.0033,0.1778
5.5,-0.0453,0.003,0.0758,0.0524,0.0265,0.0709,0.0033,0.1944
5.55,-0.0453,0.0061,0.0712,0.057,0.0174,0.0709,0.0079,0.1808
5.6,-0.0377,0.0076,0.0742,0.0539,0.0265,0.0648,0.0064,0.1914
5.65,-0.0408,0.0045,0.0758,0.0479,0.0114,0.0709,0.0003,0.1778
5.7,-0.0408,-0.0015,0.0667,0.0645,0.0129,0.0724,0.0064,0.1838
5.75,-0.0377,0.0106,0.053,0.0509,0.0053,0.0755,0.0048,0.1793
5.8,-0.0559,-0.0,0.0667,0.057,0.0144,0.08,0.0048,0.1929
5.85,-0.0332,-0.0061,0.0848,0.0433,0.0159,0.0709,-0.0012,0.1808
5.9,-0.0392,0.003,0.0712,0.057,0.0159,0.0679,0.0018,0.1838
5.95,-0.0514,0.0076,0.0576,0.057,0.0129,0.077,0.0018,0.1793
6.0,-0.0392,0.003,0.0803,0.0615,0.0265,0.0679,0.0018,0.1899
6.05,-0.0302,-0.0,0.0697,0.057,0.0174,0.0755,0.0064,0.1823
6.1,-0.0392,0.0091,0.0818,0.057,0.0083,0.0709,0.0109,0.1899
6.15,-0.0377,0.0061,0.0682,0.057,0.0205,0.0724,0.0064,0.1717
6.2,-0.0392,0.0045,0.0864,0.063,0.0053,0.0709,0.0094,0.1884
6.25,-0.0241,0.0015,0.0848,0.0539,0.0159,0.0709,0.0109,0.1853
6.3,-0.0392,0.003,0.0606,0.0555,0.0159,0.0755,0.0048,0.1884
6.35,-0.0453,0.0045,0.0712,0.0555,0.0144,0.0755,0.0064,0.1838
6.4,-0.0362,0.0136,0.0803,0.0479,0.0144,0.0724,0.0109,0.1838
6.45,-0.0241,-0.0061,0.0667,0.0494,0.0159,0.0755,0.0048,0.1868
6.5,-0.0392,0.0045,0.0712,0.0585,0.0129,0.0694,0.0003,0.1793
6.55,-0.0347,0.0015,0.0773,0.0645,0.022,0.0709,0.0048,0.1762
6.6,-0.0332,-0.0,0.0636,0.0676,0.0144,0.0739,0.0033,0.1793
6.65,-0.0377,0.0091,0.0682,0.0645,0.0189,0.0739,0.0033,0.1778
6.7,-0.0438,0.003,0.0758,0.057,0.0189,0.0724,-0.0073,0.1747
6.75,-0.0408,0.0015,0.0742,0.063,0.0205,0.077,0.0064,0.1884
6.8,-0.0392,0.0015,0.0621,0.0539,0.0144,0.077,-0.0012,0.1808
6.85,-0.0195,0.0015,0.0773,0.063,0.022,0.0739,0.0079,0.1884
6.9,-0.0362,0.0061,0.0818,0.0494,0.0189,0.0739,0.0155,0.1884
6.95,-0.0483,0.0106,0.0758,0.0661,0.0235,0.0648,0.0033,0.1808
7.0,-0.0408,-0.0,0.0773,0.0479,0.0189,0.083,0.0064,0.1717
7.05,-0.0423,0.0076,0.0682,0.0479,0.0159,0.0724,0.0094,0.1823
7.1,-0.0408,0.0045,0.0712,0.0524,0.0159,0.077,0.0018,0.1747
7.15,-0.0302,0.003,0.0712,0.06,0.0205,0.0755,0.0094,0.1702
7.2,-0.0392,0.0061,0.0697,0.0494,0.0159,0.0755,0.0048,0.1747
7.25,-0.0256,0.0076,0.0818,0.0524,0.0159,0.0739,0.0048,0.199
7.3,-0.0286,-0.0,0.0879,0.0645,0.0174,0.0694,-0.0012,0.205
7.35,-0.0453,0.0091,0.0833,0.0539,0.0235,0.0618,0.0018,0.1914
7.4,-0.0377,0.003,0.0758,0.0479,0.0205,0.0724,0.0033,0.1823
7.45,-0.0317,-0.0015,0.0773,0.0494,0.0098,0.0709,0.0124,0.1944
7.5,-0.0317,0.0121,0.0636,0.0645,0.0129,0.0724,0.0003,0.199
7.55,-0.0347,0.0061,0.0803,0.0509,0.0174,0.0664,0.0048,0.1884
7.6,-0.0362,-0.0045,0.0864,0.063,0.025,0.0618,0.0064,0.1929
7.65,-0.0362,0.0076,0.0803,0.0539,0.0235,0.0694,0.0064,0.1793
7.7,-0.0438,0.0091,0.0742,0.057,0.0189,0.0679,0.0018,0.1793
7.75,-0.0256,0.0061,0.0712,0.0494,0.0189,0.0709,0.0064,0.1793
7.8,-0.0317,-0.0,0.0727,0.063,0.022,0.0755,0.0033,0.1778
7.85,-0.0438,0.0076,0.0742,0.0585,0.0144,0.0724,-0.0012,0.1868
7.9,-0.0317,-0.003,0.0773,0.0676,0.0144,0.0755,0.0003,0.1762
7.95,-0.0347,0.0045,0.0788,0.0555,0.0174,0.0709,0.0064,0.1793
8.0,-0.0468,0.0045,0.0848,0.0524,0.0205,0.0648,0.0033,0.1778
8.05,-0.0392,0.0091,0.0667,0.0524,0.022,0.0724,0.0018,0.1793
