time_s,ch0_kPa,ch1_kPa,ch2_kPa,ch3_kPa,ch4_kPa,ch5_kPa,ch6_kPa,ch7_kPa
0.0,-0.0302,0.0106,0.0727,0.0615,0.0311,0.0694,0.0185,0.149
0.05,-0.0165,0.0121,0.0606,0.0509,0.0326,0.0694,0.0185,0.149
0.1,-0.0271,0.0091,0.0667,0.06,0.028,0.0709,0.023,0.1565
0.15,-0.0408,0.0106,0.0652,0.0479,0.028,0.0694,0.0079,0.149
0.2,-0.0408,0.0091,0.05,0.0539,0.0205,0.0633,0.0245,0.152
0.25,-0.0332,0.0061,0.0652,0.0615,0.025,0.0603,0.0291,0.155
0.3,-0.0347,0.0091,0.0758,0.0524,0.0174,0.0648,0.0215,0.1444
0.35,-0.0377,0.0076,0.0742,0.0524,0.025,0.0618,0.0291,0.1414
0.4,-0.0271,0.0106,0.0652,0.063,0.0295,0.0709,0.0215,0.149
0.45,-0.0332,0.0136,0.0606,0.0433,0.0295,0.0558,0.0291,0.149
0.5,-0.0195,0.0091,0.0667,0.0555,0.022,0.0664,0.0185,0.1459
0.55,-0.0362,0.0076,0.0636,0.057,0.0341,0.0648,0.0261,0.152
0.6,-0.0302,0.0106,0.0727,0.0706,0.0295,0.0679,0.0291,0.149
0.65,-0.0302,0.0091,0.0652,0.057,0.0235,0.0694,0.0261,0.149
0.7,-0.0377,0.0167,0.0455,0.057,0.0235,0.0724,0.0139,0.152
0.75,-0.0211,0.0015,0.0621,0.06,0.0295,0.077,0.0367,0.1505
0.8,-0.0332,0.0076,0.0773,0.0555,0.0265,0.0679,0.0306,0.155
0.85,-0.0453,0.0091,0.0833,0.0555,0.0295,0.0648,0.017,0.1505
0.9,-0.018,0.0045,0.0727,0.0555,0.022,0.0633,0.023,0.1565
0.95,-0.0347,0.0106,0.0803,0.0645,0.022,0.0618,0.0306,0.1611
1.0,-0.0256,0.0136,0.0773,0.0585,0.0265,0.0679,0.0321,0.1702
1.05,-0.0241,0.0091,0.0697,0.057,0.028,0.0664,0.0245,0.1596
1.1,-0.0302,0.0106,0.0697,0.0539,0.025,0.0633,0.0291,0.1581
1.15,-0.0256,0.003,0.0652,0.0585,0.0235,0.0618,0.0382,0.1611
1.2,-0.015,0.0076,0.0712,0.0539,0.025,0.0739,0.0245,0.1656
1.25,-0.0195,0.0182,0.0697,0.0509,0.0189,0.0724,0.0306,0.1505
1.3,-0.0286,0.0121,0.0606,0.0661,0.0235,0.0724,0.0276,0.152
1.35,-0.0347,0.0061,0.0773,0.0615,0.025,0.0739,0.0261,0.152
1.4,-0.0226,0.003,0.0742,0.0539,0.0265,0.0679,0.0215,0.1626
1.45,-0.0377,0.0045,0.0667,0.0585,0.0235,0.0694,0.0245,0.155
1.5,-0.0317,0.0121,0.0712,0.06,0.028,0.0724,0.0185,0.1581
1.55,-0.0271,0.0061,0.0758,0.0555,0.0311,0.077,0.0245,0.1596
1.6,-0.012,0.0076,0.0758,0.057,0.0326,0.0664,0.0306,0.1535
1.65,-0.0256,0.0106,0.0742,0.0615,0.0326,0.0694,0.0321,0.1565
1.7,-0.0286,0.0091,0.0591,0.063,0.0235,0.0603,0.023,0.1535
1.75,-0.0423,0.0106,0.0621,0.057,0.025,0.0618,0.0276,0.1535
1.8,-0.0286,0.0091,0.0758,0.063,0.028,0.0679,0.0276,0.1565
1.85,-0.0317,0.0061,0.0652,0.057,0.025,0.0709,0.0291,0.149
1.9,-0.0286,0.0061,0.0636,0.06,0.0235,0.0633,0.0352,0.1459
1.95,-0.0302,0.0076,0.0682,0.057,0.0144,0.0724,0.02,0.1399
2.0,-0.0286,0.0091,0.0697,0.0539,0.028,0.0558,0.0291,0.1505
2.05,-0.0286,0.0045,0.0742,0.0555,0.0159,0.0603,0.0245,0.1475
2.1,-0.0211,0.003,0.0727,0.0615,0.0235,0.0633,0.023,0.1459
2.15,-0.0635,0.0106,0.053,0.057,0.025,0.077,0.0139,0.1505
2.2,-0.0256,0.0076,0.0712,0.0585,0.028,0.0633,0.0215,0.1505
2.25,-0.0347,0.0091,0.0712,0.0615,0.0295,0.0603,0.0155,0.1444
2.3,-0.0332,0.0076,0.0712,0.0494,0.0265,0.0679,0.0276,0.1414
2.35,-0.0241,0.0121,0.0758,0.0524,0.0235,0.0633,0.0261,0.149
2.4,-0.0423,0.0121,0.0652,0.0661,0.022,0.0724,0.0245,0.1535
2.45,-0.0241,0.0061,0.0682,0.0539,0.0295,0.0694,0.0276,0.1475
2.5,-0.0286,0.0045,0.0773,0.0615,0.022,0.0633,0.0276,0.1505
2.55,-0.0271,0.0045,0.0621,0.0494,0.0189,0.0679,0.0261,0.1535
2.6,-0.0423,0.0061,0.0697,0.0615,0.028,0.0679,0.0336,0.1581
2.65,-0.0347,0.0061,0.0803,0.0585,0.0295,0.0724,0.023,0.149
2.7,-0.0332,0.0061,0.0621,0.0555,0.0235,0.077,0.02,0.1581
2.75,-0.0317,0.0091,0.0773,0.06,0.025,0.0694,0.0215,0.1581
2.8,-0.0256,0.0106,0.0591,0.057,0.0265,0.0648,0.0185,0.1565
2.85,-0.0271,0.0091,0.0652,0.0539,0.0371,0.0709,0.023,0.1535
2.9,-0.0271,0.0091,0.0788,0.0555,0.0311,0.0679,0.0215,0.1505
2.95,-0.0286,0.0106,0.0667,0.06,0.0311,0.0694,0.0306,0.152
3.0,-0.0317,0.0091,0.0697,0.0539,0.0265,0.0724,0.0185,0.1535
3.05,-0.015,0.0015,0.0697,0.057,0.025,0.0724,0.0291,0.1475
3.1,-0.0392,0.0106,0.0818,0.0615,0.0205,0.0724,0.0245,0.152
3.15,-0.0286,0.003,0.0742,0.0615,0.028,0.0679,0.02,0.1399
3.2,-0.0347,0.0121,0.0667,0.0676,0.028,0.0739,0.0215,0.1505
3.25,-0.0317,0.0136,0.0667,0.063,0.0265,0.083,0.0215,0.1505
3.3,-0.0317,0.0167,0.0727,0.0539,0.0295,0.0709,0.0321,0.1581
3.35,-0.0211,0.0121,0.0773,0.057,0.0159,0.0755,0.0291,0.149
3.4,-0.0286,0.0045,0.0682,0.063,0.025,0.0694,0.0276,0.1505
3.45,-0.0105,0.0121,0.0758,0.0615,0.0265,0.0664,0.0321,0.1565
3.5,-0.0377,0.0106,0.0561,0.0539,0.0326,0.0739,0.0306,0.1581
3.55,-0.0317,0.0091,0.0758,0.0585,0.025,0.0679,0.0215,0.1596
3.6,-0.0271,0.0106,0.0682,0.0706,0.0265,0.0739,0.0321,0.1596
