time_s,ch0_kPa,ch1_kPa,ch2_kPa,ch3_kPa,ch4_kPa,ch5_kPa,ch6_kPa,ch7_kPa
0.0,-0.0332,0.0045,0.0742,0.0524,0.0235,0.0724,0.0336,0.1672
0.05,-0.0514,0.0045,0.0788,0.0661,0.0174,0.0724,0.017,0.1732
0.1,-0.0226,-0.0,0.0712,0.0539,0.022,0.0785,0.0321,0.1596
0.15,-0.0574,0.0091,0.0545,0.0615,0.0174,0.08,0.0048,0.1656
0.2,-0.0453,0.0061,0.0697,0.0403,0.0174,0.0739,0.023,0.1656
0.25,-0.0347,-0.0061,0.0682,0.063,0.022,0.077,0.0185,0.1611
0.3,-0.0211,0.0045,0.0606,0.0706,0.0189,0.0724,0.0261,0.155
0.35,-0.0408,0.0076,0.0682,0.0555,0.0205,0.0694,0.0094,0.1641
0.4,-0.0408,0.0076,0.0773,0.0494,0.0098,0.0845,0.0124,0.1687
0.45,-0.0483,0.0076,0.0742,0.0464,0.0235,0.0739,0.0215,0.1717
0.5,-0.0271,0.0061,0.0636,0.0524,0.0068,0.0739,0.023,0.1687
0.55,-0.0483,0.0061,0.0652,0.057,0.0114,0.0755,0.0245,0.1672
0.6,-0.0453,0.0091,0.0621,0.0494,0.022,0.077,0.0261,0.1717
0.65,-0.0286,0.0106,0.0606,0.0676,0.0205,0.0739,0.02,0.1656
0.7,-0.0226,0.0015,0.0621,0.0494,0.022,0.0755,0.0185,0.1641
0.75,-0.0408,0.0197,0.0712,0.0555,0.0235,0.077,0.023,0.1581
0.8,-0.0544,0.0076,0.0712,0.0539,0.0205,0.0785,0.017,0.1656
0.85,-0.0423,0.003,0.0758,0.057,0.0189,0.077,0.0336,0.1672
0.9,-0.0302,0.0076,0.0606,0.06,0.022,0.08,0.0245,0.1672
0.95,-0.0408,0.0061,0.0742,0.057,0.028,0.0724,0.017,0.1656
1.0,-0.0317,0.003,0.0773,0.0615,0.022,0.0724,0.0306,0.1717
1.05,-0.0408,0.0061,0.0697,0.0615,0.0144,0.0785,0.0306,0.1656
1.1,-0.0468,0.0091,0.0712,0.0555,0.0205,0.0739,0.0155,0.1687
1.15,-0.0408,0.0106,0.0712,0.0615,0.0205,0.0694,0.0276,0.1672
1.2,-0.0347,0.0121,0.0742,0.0585,0.0174,0.0785,0.0291,0.1702
1.25,-0.0468,0.0045,0.0545,0.0433,0.0235,0.0815,0.023,0.1672
1.3,-0.0271,0.0106,0.0758,0.0479,0.0265,0.0785,0.0306,0.1778
1.35,-0.0377,0.0076,0.0682,0.0555,0.022,0.0724,0.02,0.1762
1.4,-0.0362,0.0076,0.0591,0.057,0.0189,0.08,0.0276,0.1762
1.45,-0.0302,-0.0015,0.0712,0.0585,0.0174,0.08,0.02,0.1702
1.5,-0.0286,0.0091,0.0697,0.0555,0.0265,0.08,0.02,0.1717
1.55,-0.0347,0.0061,0.0864,0.0645,0.0159,0.0785,0.0276,0.1672
1.6,-0.0408,0.0015,0.0682,0.057,0.0174,0.0845,0.0276,0.1687
1.65,-0.0286,0.0061,0.0833,0.0524,0.022,0.083,0.0306,0.1702
1.7,-0.0392,0.0045,0.0667,0.0555,0.0235,0.0785,0.0185,0.1687
1.75,-0.0423,0.0106,0.0742,0.0539,0.0189,0.0755,0.0336,0.1702
1.8,-0.0362,0.0121,0.0652,0.063,0.022,0.0815,0.0185,0.1732
1.85,-0.0317,0.0061,0.0773,0.0509,0.0174,0.0709,0.02,0.1687
1.9,-0.0529,0.003,0.0727,0.0585,0.0159,0.0755,0.0336,0.1747
1.95,-0.0286,0.0091,0.0682,0.0524,0.0235,0.0845,0.0321,0.1687
